,cow_id,bull_id
245,DE00000055835,US00000000795
246,DE00000055352,US00000000795
247,DE00000072458,US00000000795
248,FR00000054241,US00000000795
249,RU00000093394,US00000000795
250,FR00000056841,US00000000795
251,RU00000083207,US00000000795
252,RU00000084496,US00000000795
253,GB00000058655,US00000000795
254,US00000043112,US00000000795
255,GB00000048653,US00000000795
256,GB00000062278,US00000000795
257,DE00000040735,US00000000795
258,RU00000087410,US00000000795
259,NL00000056520,US00000000795
260,FR00000092325,US00000000795
261,US00000043507,US00000000795
262,FR00000057879,US00000000795
263,US00000036061,US00000000795
264,DE00000052009,US00000000795
265,DE00000009614,US00000000795
266,FR00000013275,US00000000795
267,NL00000023366,US00000000795
268,DE00000006282,US00000000795
269,NL00000009807,US00000000795
270,US00000049262,US00000000795
271,RU00000016915,US00000000795
272,FR00000076537,US00000000795
273,GB00000027221,US00000000795
274,US00000031588,US00000000795
275,US00000093673,US00000000795
276,FR00000030811,US00000000795
277,FR00000082205,US00000000795
278,FR00000064259,US00000000795
279,FR00000085186,US00000000795
280,FR00000041354,US00000000795
281,RU00000083144,US00000000795
282,RU00000047643,US00000000795
283,GB00000064737,US00000000795
284,NL00000071680,US00000000795
285,FR00000028738,US00000000795
286,RU00000021213,US00000000795
287,US00000068865,US00000000795
288,NL00000051740,US00000000795
289,RU00000020922,US00000000795
290,FR00000064044,US00000000795
291,DE00000077520,US00000000795
292,DE00000092888,US00000000795
293,FR00000070764,US00000000795
294,DE00000008370,US00000000795
295,RU00000026144,US00000000795
296,FR00000052426,US00000000795
297,NL00000044450,US00000000795
298,US00000059059,US00000000795
299,US00000068766,US00000000795
300,NL00000080762,US00000000795
301,GB00000051686,US00000000795
302,FR00000083019,US00000000795
303,DE00000017640,US00000000795
304,GB00000033610,US00000000795
305,NL00000041533,US00000000795
306,DE00000054472,US00000000795
307,NL00000073865,US00000000795
308,US00000051818,US00000000795
309,DE00000032994,US00000000795
310,US00000042317,US00000000795
311,FR00000073005,US00000000795
312,NL00000028683,US00000000795
313,NL00000013364,US00000000795
314,GB00000072930,US00000000795
315,US00000011920,US00000000795
316,FR00000084017,US00000000795
317,RU00000046758,US00000000795
318,RU00000083243,US00000000795
319,RU00000014392,US00000000795
320,DE00000062088,US00000000795
321,US00000040143,US00000000795
322,US00000062405,US00000000795
323,NL00000075433,US00000000795
324,GB00000037920,US00000000795
325,GB00000057147,US00000000795
326,GB00000032183,US00000000795
327,US00000051815,US00000000795
328,NL00000080774,US00000000795
329,GB00000084867,US00000000795
330,GB00000091552,US00000000795
331,US00000087682,US00000000795
332,RU00000083242,US00000000795
333,RU00000021929,US00000000795
334,FR00000081143,US00000000795
335,RU00000080737,US00000000795
336,GB00000031477,US00000000795
337,US00000005556,US00000000795
338,GB00000082362,US00000000795
339,GB00000087884,US00000000795
340,DE00000051460,US00000000795
341,FR00000048293,US00000000795
342,US00000012659,US00000000795
343,NL00000048631,US00000000795
344,US00000031242,US00000000795
345,US00000086313,US00000000795
346,DE00000078980,US00000000795
347,FR00000026065,US00000000795
348,FR00000084870,US00000000795
349,US00000087152,US00000000795
350,US00000072801,US00000000795
351,NL00000041594,US00000000795
352,NL00000013994,US00000000795
353,US00000061000,US00000000795
354,RU00000042976,US00000000795
355,NL00000048396,US00000000795
356,US00000072931,US00000000795
357,DE00000070255,US00000000795
358,DE00000065508,US00000000795
359,NL00000051673,US00000000795
360,NL00000021062,US00000000795
361,NL00000073908,US00000000795
362,US00000021214,US00000000795
363,NL00000047199,US00000000795
364,RU00000037884,US00000000795
365,DE00000036169,US00000000795
366,GB00000051521,US00000000795
367,RU00000054427,US00000000795
368,US00000085593,US00000000795
369,US00000020528,US00000000795
370,US00000014672,US00000000795
371,NL00000042913,US00000000795
372,GB00000063153,US00000000795
373,US00000055264,US00000000795
374,FR00000010974,US00000000795
375,NL00000021881,US00000000795
376,US00000060435,US00000000795
377,US00000083173,US00000000795
378,US00000071886,US00000000795
379,GB00000073082,US00000000795
380,NL00000051853,US00000000795
381,GB00000010550,US00000000795
382,GB00000073002,US00000000795
383,RU00000076091,US00000000795
384,DE00000042315,US00000000795
385,NL00000072582,US00000000795
386,RU00000030516,US00000000795
387,NL00000077301,US00000000795
388,RU00000049658,US00000000795
389,US00000066621,US00000000795
390,RU00000044350,US00000000795
391,FR00000028762,US00000000795
392,NL00000052410,US00000000795
393,FR00000076418,US00000000795
394,US00000008438,US00000000795
395,RU00000083220,US00000000795
396,RU00000081021,US00000000795
397,US00000080818,US00000000795
398,GB00000043264,US00000000795
399,NL00000051464,US00000000795
400,US00000005860,US00000000795
401,US00000023583,US00000000795
402,NL00000033628,US00000003507
403,DE00000093312,US00000000795
404,RU00000068153,US00000000795
405,GB00000042267,US00000000795
406,GB00000092792,US00000000795
407,US00000065158,US00000000795
408,FR00000049339,US00000000795
409,NL00000062146,US00000000795
410,GB00000086984,US00000000795
411,FR00000072867,US00000000795
412,FR00000012245,US00000000795
413,NL00000082445,US00000000795
414,FR00000045978,US00000000795
415,RU00000007677,US00000000795
416,FR00000006790,US00000000795
417,NL00000058491,US00000000795
418,NL00000039438,US00000000795
419,DE00000083366,US00000000795
420,US00000069843,US00000000795
421,NL00000012910,US00000000795
422,US00000088582,US00000000795
423,RU00000091033,US00000000795
424,NL00000065472,US00000000795
425,RU00000071393,US00000000795
426,NL00000083199,US00000000795
427,GB00000072950,US00000000795
428,NL00000035721,US00000000795
429,NL00000021215,US00000000795
430,NL00000028403,US00000000795
431,RU00000088326,US00000000795
432,NL00000067953,US00000000795
433,GB00000014662,US00000000795
434,FR00000062396,US00000000795
435,DE00000014673,US00000000795
436,NL00000023240,US00000000795
437,RU00000058803,US00000000795
438,DE00000008402,US00000000795
439,NL00000029831,US00000000795
440,RU00000013261,US00000000795
441,US00000091638,US00000000795
442,GB00000086570,US00000000795
443,US00000051622,US00000000795
444,RU00000058255,US00000000795
445,NL00000053603,US00000000795
446,FR00000057889,US00000000795
447,GB00000014140,US00000000795
448,DE00000012658,US00000000795
449,GB00000006795,US00000000795
450,NL00000069178,US00000000795
451,FR00000053253,US00000000795
452,NL00000092850,US00000000795
453,RU00000072876,US00000000795
454,FR00000053697,US00000000795
455,NL00000049794,US00000000795
456,NL00000069202,US00000000795
457,GB00000048010,US00000000795
458,DE00000006269,US00000000795
459,NL00000016654,US00000000795
460,NL00000043226,US00000000795
461,FR00000022571,US00000000795
462,NL00000093384,US00000000795
463,NL00000027213,US00000000795
464,FR00000048292,US00000000795
465,NL00000047557,US00000000795
466,NL00000052154,US00000000795
467,DE00000090033,US00000000795
468,US00000023185,US00000000795
469,NL00000048575,US00000000795
470,US00000019689,US00000000795
471,GB00000058745,US00000000795
472,GB00000033759,US00000000795
473,DE00000074622,US00000000795
474,NL00000049511,US00000000795
475,NL00000010545,US00000000795
476,RU00000093133,US00000000795
477,GB00000019723,US00000000795
478,US00000038664,US00000000795
479,RU00000019519,US00000000795
480,RU00000032903,US00000000795
481,FR00000084869,US00000000795
482,GB00000051677,US00000000795
483,FR00000047294,US00000000795
484,FR00000031548,US00000000795
485,FR00000014410,US00000000795
486,RU00000036351,US00000000795
487,GB00000056696,US00000000795
488,RU00000011838,US00000000795
489,FR00000089116,US00000000795
490,GB00000006277,US00000000795
491,RU00000024699,US00000000795
492,FR00000051501,US00000000795
493,NL00000061676,US00000000795
494,NL00000051687,US00000000795
495,FR00000068817,US00000000795
496,NL00000069658,US00000000795
497,GB00000026802,US00000000795
498,US00000041588,US00000000795
499,GB00000081077,US00000000795
500,DE00000058410,US00000000795
501,FR00000083158,US00000000795
502,FR00000044081,US00000000795
503,DE00000011066,US00000000795
504,NL00000004914,US00000000795
505,NL00000083136,US00000000795
506,GB00000075843,US00000000795
507,DE00000083006,US00000000795
508,GB00000002977,US00000000795
509,DE00000047535,US00000000795
510,RU00000058252,US00000000795
511,FR00000020557,US00000000795
512,US00000038780,US00000000795
513,NL00000077465,US00000000795
514,US00000047883,US00000000795
515,GB00000083086,US00000000795
516,US00000089731,US00000000795
517,DE00000036785,US00000000795
518,NL00000021828,US00000000795
519,GB00000088566,US00000000795
520,DE00000055364,US00000000795
521,GB00000036722,US00000000795
522,US00000045793,US00000000795
523,GB00000058826,US00000000795
524,DE00000042923,US00000000795
525,DE00000082128,US00000000795
526,FR00000062193,US00000000795
527,GB00000073134,US00000000795
528,DE00000026546,US00000000795
529,DE00000033198,US00000000795
530,DE00000089760,US00000000795
531,RU00000071490,US00000000795
532,US00000044053,US00000000795
533,US00000008730,US00000000795
534,US00000075263,US00000000795
535,GB00000052227,US00000000795
536,NL00000014391,US00000000795
537,US00000062259,US00000000795
538,RU00000005562,US00000000795
539,GB00000037089,US00000000795
540,RU00000044494,US00000000795
541,GB00000052654,US00000000795
542,DE00000037345,US00000000795
543,US00000084979,US00000000795
544,FR00000061813,US00000000795
545,US00000045724,US00000000795
546,US00000035146,US00000000795
547,RU00000022100,US00000000795
548,US00000072916,US00000000795
549,RU00000037178,US00000000795
550,FR00000072632,US00000000795
551,GB00000059905,US00000000795
552,RU00000090744,US00000000795
553,DE00000073538,US00000000795
554,GB00000031345,US00000000795
555,FR00000072687,US00000000795
556,RU00000039045,US00000000795
557,DE00000033613,US00000000795
558,NL00000062277,US00000000795
559,GB00000034999,US00000000795
560,GB00000040531,US00000000795
561,DE00000004840,US00000000795
562,RU00000073705,US00000000795
563,GB00000085850,US00000000795
564,US00000081682,US00000000795
565,RU00000077345,US00000000795
566,NL00000067414,US00000000795
567,FR00000067392,US00000000795
568,FR00000064787,US00000000795
569,RU00000076104,US00000000795
570,RU00000055307,US00000000795
571,NL00000067546,US00000000795
572,RU00000033407,US00000000795
573,RU00000081772,US00000000795
574,US00000093482,US00000000795
575,GB00000065138,US00000000795
576,DE00000059492,US00000000795
577,DE00000025740,US00000000795
578,FR00000039363,US00000000795
579,DE00000005621,US00000000795
580,US00000089931,US00000000795
581,GB00000043647,US00000000795
582,NL00000040110,US00000000795
583,US00000037886,US00000000795
584,NL00000018383,US00000000795
585,GB00000037170,US00000000795
586,RU00000034262,US00000000795
587,GB00000021063,US00000000795
588,RU00000083163,US00000000795
589,GB00000055935,US00000000795
590,RU00000013124,US00000000795
591,US00000041217,US00000000795
592,RU00000065505,US00000000795
593,DE00000020591,US00000000795
594,NL00000052354,US00000000795
595,GB00000053390,US00000000795
596,NL00000010443,US00000000795
597,NL00000019156,US00000000795
598,US00000070849,US00000000795
599,RU00000009844,US00000000795
600,FR00000046857,US00000000795
601,US00000071148,US00000000795
602,DE00000029238,US00000000795
603,NL00000088970,US00000000795
604,RU00000031837,US00000000795
605,GB00000058689,US00000000795
606,FR00000033680,US00000003507
607,NL00000076225,US00000000795
608,GB00000038733,US00000000795
609,RU00000020987,US00000000795
610,GB00000051520,US00000000795
611,DE00000018964,US00000000795
612,US00000052465,US00000000795
613,DE00000010633,US00000000795
614,NL00000064688,US00000000795
615,RU00000047254,US00000000795
616,FR00000069287,US00000000795
617,GB00000038146,US00000000795
618,DE00000047574,US00000000795
619,FR00000062042,US00000000795
620,US00000010496,US00000000795
621,RU00000037820,US00000000795
622,RU00000057310,US00000000795
623,RU00000011395,US00000000795
624,DE00000041612,US00000000795
625,NL00000043700,US00000000795
626,FR00000037828,US00000000795
627,US00000027230,US00000000795
628,RU00000015839,US00000000795
629,FR00000091304,US00000000795
630,RU00000069342,US00000000795
631,DE00000008407,US00000000795
632,FR00000040400,US00000000795
633,RU00000088048,US00000000795
634,FR00000027641,US00000000795
635,US00000061706,US00000000795
636,US00000071029,US00000000795
637,RU00000040650,US00000000795
638,DE00000062311,US00000000795
639,RU00000038272,US00000000795
640,GB00000024805,US00000000795
641,FR00000004171,US00000000795
642,NL00000051646,US00000000795
643,DE00000091558,US00000000795
644,DE00000035281,US00000000795
645,NL00000051588,US00000000795
646,RU00000006271,US00000000795
647,RU00000083324,US00000000795
648,DE00000034740,US00000000795
649,RU00000083089,US00000000795
650,DE00000080333,US00000000795
651,RU00000089054,US00000000795
652,RU00000063855,US00000000795
653,NL00000026805,US00000000795
654,FR00000071709,US00000000795
655,NL00000068438,US00000000795
656,US00000021206,US00000000795
657,DE00000089682,US00000000795
658,GB00000017594,US00000000795
659,FR00000090959,US00000000795
660,GB00000031505,US00000000795
661,NL00000037972,US00000000795
662,NL00000010953,US00000000795
663,DE00000083148,US00000000795
664,DE00000015810,US00000000795
665,GB00000083341,US00000000795
666,DE00000085648,US00000000795
667,RU00000058706,US00000000795
668,GB00000043378,US00000000795
669,FR00000024923,US00000000795
670,US00000043134,US00000000795
671,US00000011228,US00000000795
672,RU00000077134,US00000000795
673,FR00000017401,US00000000795
674,FR00000007541,US00000000795
675,NL00000035372,US00000000795
676,US00000073693,US00000000795
677,NL00000081563,US00000000795
678,GB00000057974,US00000000795
679,GB00000086546,US00000000795
680,US00000024711,US00000000795
681,NL00000083219,US00000000795
682,US00000078767,US00000000795
683,NL00000076535,US00000000795
684,RU00000056737,US00000000795
685,GB00000056060,US00000000795
686,DE00000068931,US00000000795
687,RU00000083859,US00000000795
688,FR00000067547,US00000000795
689,GB00000072498,US00000000795
690,DE00000071990,US00000000795
691,RU00000053495,US00000000795
692,NL00000071838,US00000000795
693,NL00000067380,US00000000795
694,GB00000059619,US00000000795
695,GB00000057546,US00000000795
696,DE00000054097,US00000000795
697,DE00000072374,US00000000795
698,DE00000075963,US00000000795
699,DE00000073233,US00000000795
700,GB00000061669,US00000000795
701,NL00000069032,US00000000795
702,US00000014728,US00000000795
703,NL00000022313,US00000000795
704,DE00000049346,US00000000795
705,DE00000062035,US00000000795
706,DE00000040099,US00000000795
707,US00000039452,US00000000795
708,GB00000023021,US00000000795
709,RU00000062061,US00000000795
710,RU00000076991,US00000000795
711,NL00000070747,US00000000795
712,RU00000087371,US00000000795
713,GB00000093179,US00000000795
714,NL00000093120,US00000000795
715,RU00000084628,US00000000795
716,FR00000080127,US00000000795
717,GB00000080082,US00000000795
718,NL00000078631,US00000000795
719,RU00000078396,US00000000795
720,US00000089026,US00000000795
721,US00000076882,US00000000795
722,RU00000087183,US00000000795
723,FR00000082892,US00000000795
724,RU00000081864,US00000000795
725,US00000078092,US00000000795
726,US00000065069,US00000000795
727,FR00000069950,US00000000795
728,RU00000066710,US00000000795
729,RU00000054415,US00000000795
730,NL00000052871,US00000000795
731,NL00000090871,US00000000795
732,FR00000048006,US00000000795
733,NL00000078427,US00000000795
734,DE00000039336,US00000000795
735,GB00000063509,US00000000795
736,RU00000087409,US00000000795
737,NL00000015539,US00000000795
738,FR00000016824,US00000000795
739,FR00000044079,US00000000795
740,DE00000091241,US00000000795
741,FR00000033607,US00000000795
742,RU00000059222,US00000000795
743,RU00000094425,US00000000795
744,DE00000076544,US00000000795
745,NL00000004148,US00000000795
746,RU00000017464,US00000000795
747,RU00000089830,US00000000795
748,RU00000034311,US00000000795
749,DE00000072975,US00000000795
750,FR00000032039,US00000000795
751,RU00000035451,US00000000795
752,FR00000043330,US00000000795
753,NL00000066438,US00000000795
754,NL00000028354,US00000000795
755,DE00000015383,US00000000795
756,FR00000083847,US00000000795
757,US00000006142,US00000000795
758,US00000014700,US00000000795
759,DE00000083328,US00000000795
760,RU00000090740,US00000000795
761,FR00000022614,US00000000795
762,FR00000018920,US00000000795
763,FR00000035229,US00000000795
764,RU00000035757,US00000000795
765,GB00000051583,US00000000795
766,DE00000031765,US00000000795
767,RU00000020237,US00000000795
768,DE00000074310,US00000000795
769,GB00000038750,US00000000795
770,NL00000020465,US00000000795
771,RU00000072823,US00000000795
772,US00000062374,US00000000795
773,DE00000004412,US00000000795
774,DE00000007112,US00000000795
775,FR00000076182,US00000000795
776,NL00000060632,US00000000795
777,DE00000014659,US00000000795
778,NL00000075439,US00000000795
779,NL00000068394,US00000000795
780,GB00000083513,US00000000795
781,US00000022463,US00000000795
782,DE00000060842,US00000000795
783,FR00000064977,US00000000795
784,US00000030058,US00000000795
785,NL00000054469,US00000000795
786,FR00000061306,US00000000795
787,US00000073000,US00000000795
788,NL00000019759,US00000000795
789,FR00000064036,US00000000795
790,DE00000046156,US00000000795
791,FR00000024390,US00000000795
792,NL00000022563,US00000000795
793,DE00000059940,US00000000795
794,NL00000032255,US00000000795
795,US00000080309,US00000000795
796,US00000087261,US00000000795
797,NL00000072476,US00000000795
798,NL00000026210,US00000000795
799,US00000023176,US00000000795
800,DE00000019077,US00000000795
801,NL00000032121,US00000000795
802,FR00000073662,US00000000795
803,US00000092997,US00000000795
804,FR00000061719,US00000000795
805,NL00000041504,US00000000795
806,DE00000053443,US00000000795
807,FR00000073104,US00000000795
808,US00000051579,US00000000795
809,DE00000051672,US00000000795
810,RU00000016985,US00000000795
811,NL00000025927,US00000000795
812,DE00000062360,US00000000795
813,NL00000017202,US00000000795
814,DE00000030870,US00000000795
815,DE00000023990,US00000000795
816,GB00000091966,US00000000795
817,FR00000069988,US00000000795
818,RU00000036570,US00000000795
819,GB00000021557,US00000000795
820,RU00000018700,US00000000795
821,GB00000032189,US00000000795
822,NL00000025753,US00000000795
823,GB00000038863,US00000000795
824,DE00000038255,US00000000795
825,DE00000022613,US00000000795
826,DE00000072385,US00000000795
827,GB00000022483,US00000000795
828,US00000017779,US00000000795
829,GB00000078116,US00000000795
830,US00000088448,US00000000795
831,NL00000032902,US00000000795
832,GB00000047859,US00000000795
833,US00000015700,US00000000795
834,DE00000039337,US00000003507
835,DE00000072411,US00000000795
836,GB00000051577,US00000000795
837,FR00000006359,US00000000795
838,FR00000073396,US00000000795
839,DE00000070478,US00000000795
840,US00000017701,US00000000795
841,DE00000031286,US00000000795
842,GB00000057218,US00000000795
843,GB00000063425,US00000000795
844,FR00000076471,US00000000795
845,RU00000060637,US00000000795
846,GB00000035034,US00000000795
847,FR00000025307,US00000000795
848,US00000010228,US00000000795
849,US00000021808,US00000000795
850,FR00000054223,US00000000795
851,RU00000043721,US00000000795
852,GB00000037415,US00000000795
853,NL00000033392,US00000000795
854,GB00000010850,US00000000795
855,US00000036815,US00000000795
856,NL00000090422,US00000000795
857,NL00000026075,US00000000795
858,GB00000044788,US00000000795
859,FR00000053366,US00000000795
860,RU00000052638,US00000000795
861,DE00000078750,US00000000795
862,NL00000012097,US00000000795
863,RU00000083985,US00000000795
864,FR00000091866,US00000000795
865,RU00000062282,US00000000795
866,DE00000078652,US00000000795
867,NL00000079423,US00000000795
868,FR00000074586,US00000000795
869,FR00000088782,US00000000795
870,NL00000088654,US00000000795
871,FR00000058309,US00000000795
872,US00000086237,US00000000795
873,FR00000067720,US00000000795
874,US00000055096,US00000000795
875,FR00000081428,US00000000795
876,US00000093214,US00000000795
877,NL00000081279,US00000000795
878,NL00000085104,US00000000795
879,GB00000092273,US00000000795
880,NL00000092083,US00000000795
881,DE00000092035,US00000000795
882,FR00000084421,US00000000795
883,DE00000080141,US00000000795
884,DE00000079605,US00000000795
885,FR00000079592,US00000000795
886,NL00000090704,US00000000795
887,RU00000079270,US00000000795
888,US00000078942,US00000000795
889,US00000075610,US00000000795
890,GB00000081543,US00000000795
891,US00000067463,US00000000795
892,DE00000062540,US00000000795
893,US00000056180,US00000000795
894,US00000069496,US00000000795
895,GB00000069256,US00000000795
896,US00000069144,US00000000795
897,US00000068963,US00000000795
898,RU00000068732,US00000000795
899,RU00000068045,US00000000795
900,NL00000067667,US00000000795
901,FR00000067606,US00000000795
902,US00000067415,US00000000795
903,FR00000061003,US00000000795
904,DE00000060984,US00000000795
905,FR00000060862,US00000000795
906,RU00000060721,US00000000795
907,US00000060296,US00000000795
908,NL00000066108,US00000000795
909,FR00000066062,US00000000795
910,NL00000065863,US00000000795
911,US00000058519,US00000000795
912,RU00000058241,US00000000795
913,FR00000064187,US00000000795
914,RU00000071072,US00000000795
915,FR00000063897,US00000000795
916,RU00000070625,US00000000795
917,FR00000057512,US00000000795
918,FR00000077689,US00000000795
919,FR00000077717,US00000000795
920,RU00000077158,US00000000795
921,DE00000074878,US00000000795
922,GB00000074513,US00000000795
923,NL00000074087,US00000000795
924,DE00000076049,US00000000795
925,DE00000052437,US00000000795
926,DE00000052273,US00000000795
927,NL00000051968,US00000000795
928,US00000054220,US00000000795
929,NL00000052690,US00000000795
930,FR00000075229,US00000000795
931,GB00000077351,US00000000795
932,FR00000073135,US00000000795
933,FR00000072782,US00000000795
934,FR00000017513,US00000000795
935,US00000072731,US00000000795
936,RU00000072788,US00000000795
937,US00000045777,US00000000795
938,DE00000067870,US00000000795
939,RU00000038507,US00000000795
940,RU00000021747,US00000000795
